Gene,HCC_122_N,HCC_122_T,HCC_34_N,HCC_34_T,HCC_36_N,HCC_36_T,HCC_37_N,HCC_37_T,HCC_77_N,HCC_77_T,HCC_12_N,HCC_12_T,HCC_13_N,HCC_13_T,HCC_15_N,HCC_15_T,HCC_19_N,HCC_19_T,HCC_1_N,HCC_1_T
LOC113230,0.61,2.55,0.58,1.04,1.83,0.92,1.05,0.88,1.2,1.82,2.7,2.14,0.89,0.29,0.76,0.47,2.3,2.57,1.17,2.24
LOC115110,2.99,0.69,0.54,0.12,1.91,0.47,2.88,0.21,1.9,1.44,0.79,0.42,0.9,0.38,1.74,0.44,2.35,0.71,1.8,3.45
LOC116437,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0
LOC120824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121952,0,0.02,0.04,0.02,0.02,0.04,0,0.04,0.04,0.01,0.05,0.02,0.03,0.02,0,0.03,0.04,0.02,0.03,0
LOC126536,0.01,0,0,0,0.01,0,0.06,0,0.01,0,0,0,0,0.03,0,0.01,0.03,0,0.05,0.02
LOC127841,0.14,0,0,0,0.03,0.11,0,0.07,0,0.02,0,0,0,0.16,0,0.03,0,0.07,0,0.13
LOC139201,0,0.02,0,0,0.02,0,0.15,0,0,0,0,0.04,0,0.03,0,0.02,0,0.02,0,0
LOC143188,0.06,0.11,0.03,0.18,0.16,0.05,0.14,0.01,0.09,0.04,0.1,0.09,0.07,0.13,0,0.1,0.19,0.14,0.06,0.18
LOC143666,0.46,0.61,0.24,0.39,0.42,0.14,0.36,0.35,0.59,0.43,0.36,0.29,0.42,0.19,0.03,0.29,0.52,0.71,0.63,0.67
LOC144438,3.15,4.89,2.49,4.69,5.01,2.47,8.5,4.59,2.34,3.32,3.54,4.59,0.95,3.88,2.88,2.63,4.05,4.01,2.38,3.55
LOC144481,0.76,2.11,0.21,0,0.6,0.1,0.52,0.1,0.15,0.77,0,0.46,1.25,0.19,0,0.3,0.85,0.21,1.3,1.36
LOC144486,0.06,0.09,0.15,0.14,0.16,0.05,0.09,0.02,0.05,0.05,0.02,0.06,0,0.09,0,0.19,0.02,0.07,0.05,0.08
LOC144571,0.18,1.09,0.2,1.58,0.53,0.25,1.17,0.84,0.23,0.14,0.1,0.16,0.06,0.2,0,0.41,0.64,0.37,0.32,1.09
LOC144742,0,0.04,0.02,0,0,0,0.02,0,0.02,0,0.05,0,0,0,0.02,0.04,0.05,0.02,0.03,0.02
LOC144776,0.08,0.5,0.02,0.09,0.08,0.06,0,0.04,0.03,0.06,0,0.07,0,0.16,0.06,0.18,0.03,0.11,0.08,0.32
LOC144817,0.02,0.02,0,0,0.04,0,0,0.02,0.02,0.01,0.07,0.05,0.02,0.06,0,0.04,0,0.02,0.02,0.13
LOC145216,0,0,0,0,0,0,0,0.02,0.02,0,0.08,0.02,0,0.02,0,0.02,0.06,0,0,0
LOC145474,0.04,0,0,0,0.02,0,0.09,0,0,0,0.03,0.03,0,0,0.16,0,0,0,0,0.06
LOC145663,0.48,1.13,0.27,0.91,0.61,0.51,0.78,0.18,0.33,0.3,0.34,0.39,0.58,0.5,0.26,0.4,0.45,0.59,0.52,1.36
LOC145783,0.63,1.48,0.23,0.8,0.73,0.53,0.87,1.61,0.6,0.74,0.29,0.64,0.41,0.78,0.43,0.92,0.62,0.71,0.46,0.89
LOC145820,0.68,0.22,1.04,0.34,2.86,0.42,7.95,0.6,0.27,0.47,0.34,1.61,0.14,0.15,0.51,0.14,2,0.14,0.75,4.29
LOC145837,1,1.29,3.86,1.27,0.99,8.54,1.01,0.18,2.09,3.31,6.42,6.42,1.6,5.28,4.17,30.77,1.88,4.74,5.37,0.97
LOC145845,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.03,0.03,0.01,0,0
LOC146336,0.01,0,0.01,0,0,1.34,0.02,0,0,0,0,0,0,0,0,0.04,0,0,0.03,0.23
LOC146481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC146513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC146880,3.86,5.19,0.71,1.13,2.24,1.09,4.12,1.55,2.12,2.78,1.01,1.79,0.5,1.83,3.36,1.17,2.01,3.06,2.18,4.87
LOC147093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC147646,0.03,0,0,0,0,0,0,0.07,0.05,0,0,0.04,0.15,0.22,0,0.03,0,0,0,0.09
LOC147670,0.13,0.23,0.21,0.07,0.19,0.02,0.26,0.07,0.14,0.14,0.17,0.19,0.04,0.14,0,0.16,0.29,0.05,0.09,0.31
LOC147727,4.63,10.75,4.12,3.55,4.82,1.72,6.91,3.36,2.38,3,4.04,5.54,2.24,2.74,2.97,2.83,7.35,3.18,3.66,7.71
LOC147804,0.76,0.67,0.81,3.37,1.8,1.77,2.92,0.6,0.55,0.42,0.68,0.97,0.32,1.82,0.32,1.03,1.8,1.12,0.76,2.33
LOC148145,0,0.01,0,0.23,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.01,0,0
LOC148189,0.65,1.11,0.61,0.62,0.99,0.48,0.88,1.21,0.49,0.62,0.56,0.7,0.15,1.69,0.68,0.47,0.54,2.02,0.53,0.87
LOC148413,7.38,22.96,5.57,8.95,6.34,3.89,6.54,5.23,7.66,5.73,6.18,4.58,8.37,9.83,7.67,11.21,8.28,12.73,10.33,12.14
LOC148696,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC148709,0.02,0.71,0.04,3.96,0.18,0.61,0.07,0.53,0.07,0.75,0.05,0.09,0.1,2.81,0,0.41,0.12,0.88,0.12,2.67
LOC148824,0,0,0,0,0.17,0,0,0.02,0,0,0,0,0,0,0,0,0,0.05,0,0
LOC149086,0,0,0,0,0,0,0.1,0,0,0.03,0,0,0,0,0,0.04,0.05,0,0,0.1
LOC149134,0.28,0.23,0.17,0,0.12,0.25,0,0.04,0.03,0,0.55,0.29,0.18,0.08,0,0.12,0.2,0.26,0.12,0.16
LOC149773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.05
LOC149837,0.03,0.07,0.06,0.02,0.33,0.01,0.55,0.08,0.12,0.03,0.08,0.17,0,0.31,0.14,1.04,0.31,0.1,0.12,0.47
LOC149950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC150185,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0
LOC150197,0.02,0,0.04,0,0.02,0.04,0.2,0,0.07,0.05,0,0.02,0.08,0.02,0.18,0.04,0.02,0,0.11,0.17
LOC150381,0.46,0.49,0.62,0.88,1.48,2.79,3.1,1.83,0.51,0.47,1.93,1.86,1.29,3.3,1.61,0.87,1.21,0.85,0.97,2.87
LOC150527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC150568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC150622,0.01,0.01,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0.01
LOC150776,6.23,7.19,1.55,1.23,0.95,0.53,4.15,1.32,1.3,1.13,1.83,1.77,1.27,1.93,2.42,0.98,3.04,1.91,1.72,3.81
LOC150935,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.15,0,0
LOC151009,0.72,4.04,1.07,0.02,4.37,0.39,4.81,0.25,1.06,0.47,1.69,1.58,0.64,5.93,2.64,0.89,2.07,0.04,2.84,5.8
LOC151162,1.35,1.51,1.05,1.64,3.37,1.92,7.04,2.21,1.43,2.68,0.78,3,0.88,3.27,0.87,1.29,4.08,2.8,1.53,6.53
LOC151171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC151174,0.12,0.14,0.05,0,0.06,0,0,0.06,0.12,0,0.08,0.23,0,0.04,0,0.02,0.07,0,0.02,0.27
LOC151300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC151475,0.11,0.1,0.02,0.02,0.08,0.08,0.02,0.1,0.09,0.03,0.09,0.09,0.11,0.1,0.24,0.05,0.08,0.07,0.02,0.08
LOC151484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC151534,9.57,11.55,4.07,11.81,4.35,3.72,2.87,7.28,7.83,9.14,6.35,4,5.67,5.38,8.01,4.28,7.7,9.89,9.85,6.85
LOC151658,0,0,0,0,0,0,0,0,0.02,0.05,0,0,0,0.09,0,0,0,0.14,0,0
LOC152024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
LOC152217,3.74,7.73,4.25,5.81,6.17,3.4,8.21,6.72,5.49,5.76,5.85,5.52,4.7,7.51,3.49,3.16,7.93,4.44,4.22,8.4
LOC152225,0.14,0.04,0.3,0,0.06,0.08,0.03,0.04,0.21,0.09,0.19,0.17,0,0.04,0,0.26,0,0.04,0.12,0.08
LOC152578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC152742,0,0,0,0.05,0.02,0.04,0.06,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14
LOC153469,0.04,0.41,0.02,0.85,0.02,0.11,0,0.09,0.02,0.16,0.3,0.05,0,0.19,0,0.26,0,0.8,0.02,0.23
LOC153684,0.11,0.44,0.08,0.16,0.09,0.11,0.64,0.23,0.04,0.07,0.03,0.17,0,0.17,0,0.53,0.39,0.71,0.28,0.4
LOC153910,0,0,0.02,0.12,0,0.04,0,0.04,0,0,0,0,0,0.19,0,0.02,0,0.14,0,0.21
LOC154092,0.2,0.36,0.16,0.03,0.06,0.09,0.36,0.27,0.11,0.06,1.17,0.17,0.81,0.56,0.58,0.67,0.11,0.09,0.17,0.23
LOC154449,0,0,0,0,0,0.03,0,0,0.02,0,0,0,0,0,0,0.1,0,0,0,0
LOC154761,1.03,1.31,0.41,0.23,1.92,0.2,0,0.05,0.49,1.41,0.4,0.71,0.33,0.46,0,0.3,0.87,0.21,0.28,0.85
LOC154822,0,0,0,0.03,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0.02,0.2,0.01,0
LOC154860,0,0.13,0,0.08,0,0.02,0,0,0.01,0.82,0.02,0,0.11,2.23,0,0.18,0,0.02,0.03,0.1
LOC154872,0,0,0.08,0,0,0,0,0,0,0,0.21,1.48,0,0,0,0.16,0.2,1.1,0.07,0
LOC155060,1.48,3.3,0.11,0.03,0.18,0.01,0.38,0.26,0.47,0.56,0.28,0.53,0.24,0.01,0.28,0.24,0.48,0.39,0.6,1.92
LOC157273,0.26,1.26,0.33,0.06,0.13,0.37,0.08,0.01,0.86,1.53,4.05,2.88,1.05,0,0.26,0.45,0.23,0.09,0.92,0.5
LOC157381,0,0.04,0.01,0,0,0,0,0,0.03,0.01,0,0.01,0,0,0,0,0,0.02,0.01,0
LOC157627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
LOC158376,0.63,1.91,0.36,0.88,0.83,0.17,1.09,0.89,0.92,0.48,0.19,0.56,0.32,0.35,0.51,0.14,0.94,0.42,0.64,1.12
LOC158435,0.05,0,0,0,0,0.02,0,0,0,0,0,0.06,0,0,0,0,0,0.02,0,0.02
LOC158572,0.16,0.04,0.44,0.7,0.55,0.5,0.44,0.24,0.15,0.23,0.05,0.11,0.18,0.81,0,0.4,0.41,0.43,0.14,0.79
LOC158696,0.18,0.31,0.21,0.16,0.36,0.17,0.47,0.2,0.08,0.13,0.25,0.25,0.06,0.15,0.14,0.32,0.3,0.17,0.36,0.38
LOC162632,1.07,0.09,0.44,0.2,0.5,0.26,0.47,0.2,0.21,0.11,0.52,0.48,0.06,0.18,1.54,0.23,0.16,0.27,0.65,2.7
LOC170425,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0.16,0,0.09,0,0,0,0
LOC1720,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC199899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.26,0,0,0,0,0
LOC200261,0,0.05,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03
LOC200726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC200772,0.7,0.32,0.72,0.55,0.34,0.06,0.29,0,0.26,0.05,1.29,0,0.29,0.03,0.83,0,0.43,0,0.48,0.28
LOC201477,0.14,0,0.04,0,0.95,0,0.19,0.04,0.08,0.03,0.1,0,0,0,0,0,0.49,0,0.64,0.59
LOC201617,0.09,0.68,0.77,0.28,0.49,0.48,0.02,0.31,0.3,0.49,0.45,0.38,0.73,1.12,0.56,6.13,0.28,0.11,0.65,0.27
LOC201651,3.69,2.38,9.75,12.01,5.5,4.28,2.31,3.18,4.68,3.63,2.26,2.32,1.89,1.15,2.17,8.18,3.88,3.3,3.7,5.41
LOC202181,0.75,0.89,0.23,0,0.75,0.84,1.03,0.26,0.56,1.3,0.22,0.61,0.1,1.12,0.24,1.45,1.07,1.59,1.34,1.02
LOC202781,2.18,9.4,2.46,3.15,2.59,1.67,2.74,2.1,3.12,5.51,1.44,2.35,2.23,2.43,1.97,1.31,4.2,5.04,3.24,4.05
LOC219347,0.45,0.39,0.21,0.28,0.25,0.18,0.29,0.53,0.2,0.21,0.25,0.23,0.14,0.19,0.19,0.5,0.47,0.22,0.36,0.41
LOC219731,0.01,0.01,0.03,0.03,0,0.01,0.09,0.01,0.04,0.01,0,0.03,0,0,0,0.04,0.06,0,0.02,0.02
LOC220594,0.12,0.22,0.6,0.75,0.69,0.49,2.59,0.22,0.52,0.13,0.06,0.04,0.09,0.06,0.22,0.39,0.51,0.22,0.26,1.25
LOC220729,1.56,5.36,1.1,2.3,1.7,2.49,2.45,2.33,1.62,1.93,1.23,2.41,1.13,3.9,0.81,2.72,1.56,2.09,2.77,3.85
LOC220906,8.06,14.3,10.48,17.51,17.27,11.39,17.09,21.98,9.81,8.3,8.56,14.07,6.34,8.72,8.13,12.71,10.09,14.04,10.76,17.92
LOC220980,0,0,0,0.03,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0.05,0,0.01,0.02
LOC221122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC221442,0.24,0.21,0.12,0.29,0.14,0.09,0.31,0.12,0.11,0.14,0.13,0.19,0.05,0.02,0.17,0.1,0.33,1.08,0.12,0.44
LOC221710,2.63,6.5,3.85,5.34,4.09,4.64,3.61,4.58,3.19,2.97,1.9,3.07,0.96,2.87,2.86,3.79,2.89,7.22,2.43,2.81
LOC253039,0.67,5.02,1.87,3.14,1.38,0.6,3.25,2.29,0.77,1.15,1.48,1.62,1.12,3.77,2.78,2.04,1.75,1.35,1.43,4.24
LOC253044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC253264,0.31,0.06,0.33,0.09,0.93,0.03,0.66,0.06,0.17,0.08,0.12,0.3,0.16,0,0,0.17,0.64,0.18,0.08,0.18
LOC253573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC253962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC254099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC254100,0.34,1.4,0.08,0.49,0.11,0,0.25,0.31,0.06,0.35,0.15,0.04,0.27,0.36,1.43,0.11,0.57,0.36,0.29,0.29
LOC254128,0.73,1.44,1.28,1.64,2.73,0.83,3.54,1.91,0.63,0.62,0.57,0.5,0.35,1.5,2.21,1.58,1.98,1.62,1.28,2.85
LOC254312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC254559,0.02,0.01,0.03,0.01,0.13,0.01,0.41,0.12,0.01,0.03,0.01,0.02,0,0,0.09,0.12,0.28,0.04,0.05,0.18
LOC255025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC255130,0.03,0,0.03,0,0.13,0,0.3,0,0.05,0,0.04,0,0,0,0,0.06,0,0,0,0.12
LOC255167,30.9,37.4,23.8,3.13,13.44,6.05,4.21,0.03,19.84,45.7,20.89,26.22,23.25,8,15.95,28.94,11.54,0.03,24.84,6.08
LOC255411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC255480,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0
LOC255512,0.95,2.35,0.45,0.76,0.37,0.29,0.31,0.91,0.53,1.5,0.51,0.22,0.4,0.13,1.45,0.28,1.17,1.15,0.89,0.9
LOC255654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC256880,0.02,0.09,0.07,0.09,0,0.11,0.43,0,0.07,0.14,0.12,0.25,0.06,0.16,0.03,0.16,0.16,0.07,0.12,0.11
LOC257358,0.02,0,0,0,0.02,0,0.15,0,0.01,0.01,0.03,0,0,0.02,0,0,0.07,0.02,0.04,0.12
LOC257396,0.54,1.12,0.77,2.29,2.2,1.66,1.2,0.99,0.78,0.87,1.05,1.16,0.77,1.29,2.01,1.77,1.52,2.35,1.1,1.54
LOC282980,0.02,0.04,0,0,0,0,0,0,0,0.03,0,0.05,0,0,0,0.04,0.02,0,0,0.03
LOC282997,0.34,0.61,0.8,0.94,1.03,0.79,2.79,1.07,0.67,0.9,0.85,1.08,0.24,0.61,1.04,0.56,1.12,0.45,0.49,1.21
LOC283033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283038,0,0,0,0,0.03,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
LOC283050,0.26,2.17,0.2,0.3,0.13,0.59,0.18,0.16,0.15,0.17,0.03,0.02,0.06,0.02,0,0.06,0.21,0.24,0.42,0.58
LOC283070,1.94,12.46,1.78,8.77,6.34,3.88,8.18,6.1,3.9,3.81,5,4.47,1.71,1.3,2.57,1.39,4.64,6.89,5.38,10.1
LOC283089,0.11,0.23,0.04,0.13,0,0.33,0.13,0.13,0.22,0.17,0.11,0.25,0.31,0.36,0.11,0.23,0.26,0.16,0.09,0.25
LOC283104,0.81,1.23,0.78,1.59,2.14,1.06,1.58,1.63,0.37,0.54,0.51,1.98,0.18,1.21,0,1.27,0.77,1.68,0.53,1.13
LOC283116,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
LOC283143,0.12,0,0.04,0.02,0.37,0.06,0.2,0.06,0.06,0.03,0,0.17,0.03,0.09,0,0.11,0.32,0.06,0.02,0.38
LOC283174,0.01,0.01,0.04,0,0.06,0.02,0.26,0.02,0.01,0.01,0.03,0.08,0,0,0.01,0,0.08,0,0.08,0.36
LOC283177,0.27,0,0.59,0.4,0.76,0.66,0.28,0.55,0.26,0.46,0.28,0.64,0.17,0.1,0.68,0.85,0.24,0.16,0.5,0.73
LOC283194,0,0,0,0,0,0,0.06,0,0,0,0.02,0.02,0,0.01,0,0.02,0.02,0.08,0,0
LOC283299,0.02,0,0,0.02,0.02,0,0.02,0.08,0,0,0.05,0.04,0.05,0.03,0.02,0.02,0.06,0.03,0.03,0.02
LOC283332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283335,0.44,1.97,0.61,1.1,0.6,0.53,1.01,0.41,0.37,0.71,0.76,0.57,0.7,0.97,0.78,1.81,0.57,0.46,1.35,1.3
LOC283392,0.51,0.66,0,0,0,0.04,0,0,0.1,0.01,0.3,0.02,0.11,0,0,0.05,0,0,0.07,0.08
LOC283403,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
LOC283404,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
LOC283432,0.01,0.04,0.01,0.04,0,0.01,0.03,0.01,0.02,0.02,0,0.03,0.02,0.02,0.04,0.02,0.03,0.02,0,0.04
LOC283440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283480,0.06,0,0.08,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0.09,0.02,0,0,0
LOC283481,3.08,1.18,3.8,1.67,3.74,0.58,2.6,1.04,1.58,1.58,2.2,1.48,1.51,0.19,0.62,2.21,3.48,1.58,2.07,2.18
LOC283547,0.08,0.05,0,0.11,0.11,0.04,0.17,0.07,0.04,0.07,0.01,0.2,0,0.02,0,0.02,0.31,0.03,0.05,0.32
LOC283553,0,0,0.08,0,0.24,0,0,0,0,0,0,0.18,0,0,0,0,0,0.08,0,0
LOC283585,0,0,0,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0
LOC283624,1.1,0.32,0.19,0.46,0.81,0.6,2.53,0.42,0.23,0.29,0.45,0.41,0.17,0.5,0.24,0.23,0.22,0.2,0.29,1.1
LOC283663,0.13,0.18,0.09,0.05,0.05,0.08,2.63,0.23,0.06,0.13,0.07,0.27,0.07,0.12,0.23,0.03,1.67,0.09,0.14,0.6
LOC283683,0.12,0.07,0.13,0.03,0.18,0,0.16,0.12,0.07,0.02,0.04,0,0.09,0.06,0,0.07,0.15,0.03,0.05,0.23
LOC283688,0.01,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.02
LOC283693,0.1,0.2,0.08,0.11,0.08,0.13,0.52,0.13,0.1,0.11,0.18,0.3,0,0.17,0,0.17,0.22,0.28,0.11,0.36
LOC283731,0,0.02,0,0.02,0.03,0.05,0,0.03,0.03,0.08,0,0.04,0.02,0.02,0.04,0,0.04,0,0.02,0.27
LOC283738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
LOC283761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283856,0.06,0.21,0.06,0,0,0.08,0.16,0,0.18,0.41,0,0.13,0,0,0.13,0.52,0.08,0.44,0.13,0.02
LOC283867,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283875,0.02,0.06,0.01,0,0.04,0.05,0.05,0.03,0.03,0.06,0,0.01,0.04,0.05,0,0.07,0,0.07,0.04,0.08
LOC283888,0,0.02,0.03,0,0.02,0,0,0.02,0.04,0,0.04,0.06,0.05,0,0,0.05,0.04,0.02,0,0.06
LOC283914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283922,0.97,1.73,0.33,1.26,0.79,0.27,0.8,0.79,0.44,1.06,0.4,0.55,0.13,0.61,0.9,0.69,0.8,1.48,0.81,1.16
LOC284009,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.1,0,0,0.09,0.25
LOC284023,0.49,2.16,0.24,0.17,1.02,0.45,1.9,0.82,0.45,0.42,0.31,0.68,0.24,0.56,0.16,0.5,1.1,0.55,0.59,1.44
LOC284080,0,0,0,0,0.02,0,0.07,0,0.01,0,0.04,0.02,0,0.03,0,0,0.02,0.02,0,0.17
LOC284100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284215,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
LOC284233,0.09,0.03,0.11,0.06,0.08,0,0.42,0.06,0.04,0,0.04,0.02,0.14,0.01,0.19,0.03,0.2,0,0.06,0.22
LOC284276,0.02,0,0.02,0,0.05,0.13,0.52,0,0.08,0,0,0.02,0.06,0.07,0.15,0.02,0.21,0.02,0.04,0.17
LOC284294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284344,0,0,0,0.99,0.05,0,0.13,2.52,0.04,0,0.03,0,0.04,0.02,0,0.79,0.09,1.55,0,0
LOC284379,0,0.15,0,0.04,0,0,0.25,0.04,0.08,0,0,0,0.11,0.03,0,0.04,0.18,0.1,0,0.05
LOC284385,1.46,0.81,1.72,2.39,3.72,2.99,2.67,2.56,1.39,1.61,1.29,1.72,1.1,1.05,0.29,2.96,1.67,1.71,1.38,3.24
LOC284395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284408,0.04,0,0.18,0.12,0.61,0.12,0.83,0,0.32,0.06,0.23,0.07,0,0.08,0.56,0.37,0.85,0.12,0.11,0.73
LOC284412,0.19,0.68,0.02,0.04,0.12,0.02,0.57,0.27,0.13,0.16,0.22,0.63,0.16,0.87,0.71,0.1,0.76,0.93,0.47,0.78
LOC284440,1.11,1.95,0.81,0.94,1.56,0.57,0.83,0.6,0.68,1.14,1.04,1.87,1.32,1.78,1.1,1.26,1.32,1.59,1.43,2.9
LOC284454,4.64,1.7,1.05,1.38,4.82,0.87,21.83,3.27,1.87,2.81,5.94,10.17,2.85,0.72,2.62,0.91,5.84,2.34,2.22,8.42
LOC284551,0.01,0.1,0.06,0.1,0.04,0.05,0.08,0,0.01,0.05,0.02,0.05,0.02,0.75,0,0.46,0,0.02,0.06,0.21
LOC284576,0.03,0.03,0,0.02,0,0,0.12,0.03,0,0.01,0,0.02,0.02,0.03,0,0,0.09,0.02,0.04,0.06
LOC284578,0,0,0.02,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.05
LOC284632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284648,0.11,1,0.16,0.09,0.29,0.06,0.31,0.06,0,0.06,0.04,0.07,0,0,0,0.11,0.4,0,0.06,0.11
LOC284661,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0
LOC284688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284749,0.01,0,0.01,0,0.11,0.05,0.36,0,0.02,0,0,0.01,0.07,0.68,0,0.02,0.18,0,0.03,0.27
LOC284751,0.75,3.4,1.04,2.94,0.77,1.53,0.37,1.14,1.35,1.19,1.64,1.33,0.55,2.99,1.53,5.35,0.98,3.11,0.98,3.05
LOC284788,0.08,0.03,0.09,0.03,0,0.03,0,0.06,0.06,0.02,0,0.03,0,0.03,0,0.1,0.03,0,0.03,0.03
LOC284798,0,0,0,0,0.13,0,0,0.02,0,0,0,0,0,0,0,0,0.11,0,0.03,0.02
LOC284801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0
LOC284837,0.03,0.13,0.02,0.01,0.06,0.01,0.01,0.04,0.03,0.12,0.02,0.02,0,0.02,0,0,0.12,0.01,0.04,0.21
LOC284865,0.14,0.26,0.1,0.04,0.11,0.1,0.08,0.08,0.08,0.22,0.1,0.11,0.1,0.07,0.15,0.09,0.16,0.08,0.05,0.12
LOC284889,0.07,0.59,0.08,0.02,0.04,0.08,0.2,0.06,0.18,0.35,0.03,0.25,0.3,0.23,0,0.06,0.31,0,0,0
LOC284933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284950,0.1,0.09,0.03,0.15,0.18,0.05,0.09,0.07,0.06,0.07,0.09,0.06,0.08,0.05,0.02,0.08,0.09,0.05,0.13,0.1
LOC284998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285000,0,0,0,0,0.06,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285033,0.37,0.84,0,0.36,0,0.45,0.58,0.45,0.16,0.85,0.44,0.25,0,0.82,0,0.55,1.08,0.35,0.51,0.96
LOC285045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285074,11.03,17.08,8.88,8.92,8.97,6.55,12.34,7.45,7.85,5.45,4.57,7.8,5.11,8.65,4.27,5.47,7.28,5.19,6.26,7.81
