Gene,PC_1 prostate tumor,PC_1 matched normal tissue,PC_2 prostate tumor,PC_2 matched normal tissue,PC_3 prostate tumor,PC_3 matched normal tissue,PC_4 prostate tumor,PC_4 matched normal tissue,PC_5 prostate tumor,PC_5 matched normal tissue,PC_6 prostate tumor,PC_6 matched normal tissue,PC_7 prostate tumor,PC_7 matched normal tissue,PC_8 prostate tumor,PC_8 matched normal tissue,PC_9 matched normal tissue,PC_9 prostate tumor,PC_10 matched normal tissue,PC_10 prostate tumor
YIPF4,11.5787,9.1139,12.2297,10.4467,14.6395,12.6455,8.2742,7.1471,6.6081,8.723,10.1225,8.2836,9.1788,8.4039,10.2328,10.0948,9.416,10.639,7.3565,9.0707
LITAF,88.8818,112.865,109.3781,132.5273,69.5735,97.6231,96.0714,115.3163,90.0848,106.3428,98.6509,116.9747,100.524,84.0133,119.6444,92.8917,108.4275,95.5616,96.3793,81.9097
VAV2,10.0617,7.7854,5.6233,9.4699,5.698,7.6516,7.6738,4.4263,8.0894,6.5093,5.2404,7.2976,8.0462,8.3979,6.0427,4.5414,2.5559,5.3104,4.4755,8.5799
PRPF18,8.9717,7.447,11.3464,6.7892,10.5632,10.7895,5.9773,10.3517,8.1224,7.5596,9.7461,8.183,7.3076,8.3976,9.239,9.4293,7.6165,8.976,10.2306,7.1666
SNRPB,86.1667,76.7169,82.9801,102.5991,93.4584,60.161,58.8159,98.2005,93.7234,75.7968,69.1848,61.132,95.6644,83.9695,78.5605,74.2884,87.0165,89.5955,116.9566,80.6609
FES,2.3436,10.1828,7.3959,3.3492,3.1418,5.8017,3.9978,9.9039,5.0467,6.5764,4.53,6.4459,5.8276,8.3958,1.2563,6.404,8.323,7.8207,8.0198,6.6505
ZNF263,10.173,9.7793,11.3549,10.0252,11.3066,7.4859,8.8784,10.3664,9.0917,10.1623,8.7084,8.2332,8.7417,8.3957,6.3527,7.2021,6.1695,8.3929,7.455,9.4497
RNF167,79.8003,80.174,80.4548,55.8868,58.1747,65.9599,77.8127,97.1702,54.2122,73.0925,76.2392,72.6629,78.8137,83.943,71.815,80.1672,81.1925,72.5549,85.7772,87.6738
TAPBP,63.4239,95.6474,85.5354,68.2645,65.005,64.1239,64.0898,98.8782,82.2042,98.5856,64.6099,87.9386,81.8396,83.94,52.7088,73.2029,158.0545,89.6281,72.2713,103.491
UTP14A,8.2065,6.4896,11.2281,8.3676,9.5629,8.4963,14.2777,10.9861,10.6387,9.1851,11.363,9.1846,9.4155,8.3898,10.4085,8.3963,9.7084,12.7968,6.8682,10.071
DNALI1,1.204,9.5549,22.9507,37.0564,11.2076,16.5293,8.4685,14.4414,26.7024,19.8088,15.3538,12.8938,7.2142,8.3882,14.0603,21.279,14.5769,12.2632,3.3964,18.7299
PLXDC2,12.5042,11.7934,12.3494,12.8624,12.9369,18.7537,20.46,12.0002,13.4425,7.9947,8.9706,12.6505,9.9921,8.3871,5.5795,8.4485,9.5132,12.4514,9.6261,16.1004
GPR153,3.3056,5.0229,3.8532,2.4946,3.3725,5.8646,3.2016,7.8681,2.9795,3.024,2.391,7.965,6.7014,8.3825,0.9263,3.6791,2.6329,4.4777,4.1658,4.206
C5orf38,8.5891,7.2514,4.7018,7.2651,7.707,3.6681,14.9812,4.9911,12.4937,5.2935,4.3871,6.0422,8.4441,8.381,11.3197,8.1241,4.0761,6.9933,17.1103,4.0464
LAMTOR5,150.8738,115.3823,124.7526,85.2065,117.2054,99.8806,61.5366,93.4847,130.8226,84.9689,126.0466,109.5854,118.4055,83.7988,130.6521,130.228,82.5207,101.4719,167.387,84.6472
NUP153,9.233,8.9177,12.754,12.6879,12.4889,15.2899,11.3344,7.4899,8.0124,9.3477,9.0222,11.4342,5.5842,8.3774,7.1094,6.0966,5.7794,7.6112,6.934,9.9215
USMG5,98.2388,61.6981,65.9213,74.9497,130.6362,59.6563,78.8924,86.2566,145.775,67.9632,100.5505,75.3741,122.8493,83.754,152.9518,127.283,94.9335,130.563,149.9905,63.5296
SNHG9,19.1599,21.7881,25.0155,36.0901,19.0434,8.7991,31.4966,28.9528,22.3384,16.996,8.7142,7.6697,5.8454,8.3745,21.5206,29.2561,22.5651,18.0795,35.2565,7.9502
MTMR12,14.6066,11.3875,14.6633,17.3976,13.0147,17.6526,16.5937,6.3507,9.2719,12.065,10.5295,13.7897,9.8835,8.3738,9.9038,7.6304,6.686,7.1351,7.7452,9.9536
LYPLAL1,17.7357,9.414,12.625,13.5907,15.6069,11.9936,19.8693,10.5589,15.6145,13.7981,16.0384,9.6907,18.1089,8.3732,30.7281,14.8701,16.5602,12.1312,19.9358,14.57
NUS1,8.2484,12.4188,14.6673,16.1789,17.2098,17.5376,15.2251,8.7144,10.3161,15.692,13.3604,13.9926,9.4734,8.3713,19.3122,13.4675,12.83,12.1737,11.0409,11.1052
TSLP,0.9857,3.6054,1.5319,2.1079,0.8175,2.0063,0.4711,1.0042,1.0172,2.7387,0.9225,3.8992,3.4075,8.3713,1.0153,5.1694,1.5333,3.075,1.3346,0.8416
THUMPD3,12.426,10.3169,11.6582,10.4921,8.401,10.0872,13.2145,7.6579,12.5494,9.7658,11.3508,10.8154,10.134,8.3701,13.0584,9.1656,10.4178,11.0508,10.5888,8.3624
TRMT10C,7.9172,4.5611,9.7408,9.212,11.231,8.2477,9.3322,11.0165,8.5337,6.45,10.9737,7.4858,11.1281,8.3697,11.4438,8.7467,7.5716,10.5832,6.9079,9.9346
RPL36A,110.0546,64.4406,118.434,121.4215,156.9906,72.9592,168.327,148.5507,185.6844,79.8382,180.0875,113.8386,124.0058,83.6396,154.4958,144.636,113.5993,174.5937,136.5484,96.7641
PTOV1,106.8661,126.7475,78.1405,91.244,49.366,68.2588,57.4119,75.847,117.3543,99.1938,69.4368,78.9279,92.101,83.6345,88.7546,94.3664,70.7899,68.5251,133.6765,75.6917
LOC100128881,12.1767,2.1495,2.7422,12.4595,0.9056,1.3204,3.1905,1.787,6.1861,3.2219,2.9269,1.9492,8.2466,8.3624,5.9295,1.6888,0.657,2.1284,2.324,4.431
SNRNP70,112.1014,102.0334,85.8058,95.0999,66.8631,79.4523,66.1436,80.1165,86.1698,103.9534,80.8632,80.9347,87.8558,83.6191,63.1233,81.1345,56.2681,62.3314,63.6831,83.2015
ELK3,4.5432,5.7736,9.1948,7.2856,9.3998,12.2629,7.2936,5.5128,2.521,4.7268,5.6267,6.9004,5.6089,8.361,2.716,2.871,4.2168,5.9471,3.7018,9.0609
IFI44,5.3578,3.9583,5.9451,3.1279,12.0717,4.1932,5.1141,9.1157,9.1987,6.6702,5.3616,5.6334,4.4357,8.3595,4.1974,5.566,14.8517,12.6349,6.4006,9.2089
SAMD1,6.2881,6.8829,10.5253,11.0124,6.0266,6.3126,6.7324,9.0162,6.6803,8.3057,7.908,7.3574,7.8768,8.3582,7.0095,7.2373,11.9372,10.5583,5.3283,7.3408
PGM3,13.1666,25.2415,20.8757,24.6459,27.041,23.1488,24.659,6.5104,15.0868,25.8081,25.3592,16.2629,13.149,8.3581,33.5705,12.6444,12.2,8.7203,14.6063,12.4086
FAM125B,4.9273,6.1197,5.1928,3.0559,4.7854,6.8402,4.3905,5.6962,3.5051,4.8591,3.9894,7.0531,4.8774,8.3551,2.2237,4.8497,5.4008,5.2997,3.1355,5.1236
VKORC1,53.7847,84.4046,88.7916,69.1585,61.4813,55.5354,80.6663,99.5102,72.7892,78.8438,75.2468,76.0622,77.7616,83.5355,74.7891,89.6767,81.2823,95.143,149.0018,77.5741
NDUFA12,82.682,76.8199,98.7384,83.5868,94.5199,77.2837,76.8367,100.2812,110.1267,97.3676,102.4184,88.4798,88.9103,83.5085,122.2085,122.6569,107.7453,127.1037,104.8386,83.3599
DNMT1,8.4807,8.6144,7.1913,7.4453,8.1307,8.0929,7.0179,6.7948,6.0434,6.5169,5.1686,8.2764,6.9886,8.346,3.981,6.4533,9.1369,8.8194,5.5191,7.4181
ALDH2,28.9424,82.8679,92.7903,38.8785,31.7062,69.5406,73.6164,85.9146,41.231,73.7687,51.1302,86.542,85.669,83.4371,54.3976,89.984,115.7871,86.8138,88.8817,73.8873
AR,15.628,15.5829,17.5015,18.5588,10.0265,24.1408,24.7625,6.6266,9.9914,8.3801,8.6926,16.8217,14.0881,8.3423,9.5856,7.2954,4.0047,4.0886,7.4284,8.6981
COBL,11.6937,18.0741,11.6984,10.7617,10.318,16.6291,16.6595,6.185,10.0579,19.222,9.0354,11.7124,10.8891,8.3409,37.6636,13.9485,7.0962,7.0267,7.8103,10.7065
PDLIM2,2.8404,5.564,6.5974,2.0228,4.9134,4.6527,4.3608,5.1007,2.5498,3.9859,4.1843,4.1553,6.0671,8.3403,1.7295,5.0103,5.8043,7.2383,7.111,5.0019
P4HA2,2.376,7.5878,7.5229,2.2398,4.6715,5.9456,3.8128,6.8514,5.793,6.3473,2.9816,5.716,6.603,8.3391,3.3046,7.255,5.8926,6.262,2.8622,4.3551
C19orf70,95.4813,69.1048,81.935,95.8435,76.7418,55.692,73.8625,92.2612,80.0513,74.7537,101.3614,72.006,96.8883,83.3813,111.7424,107.8353,72.1963,89.8044,146.082,101.2633
HIP1,2.7637,3.5203,3.7279,2.0435,5.4894,5.7713,4.7792,3.4047,3.5778,3.4336,5.0418,4.795,4.4016,8.3359,2.7134,2.9615,2.3895,3.6027,1.8822,4.4066
GATM,1.4179,2.6799,5.7063,1.4258,5.2846,3.0407,5.059,8.2759,2.3873,4.5319,4.1364,3.1389,2.7331,8.3315,1.9143,6.5135,6.1314,4.9102,2.1725,3.4547
PRDM2,8.5142,9.3657,10.4909,8.0265,6.797,13.862,9.0601,7.5692,9.0621,11.1601,9.0381,13.2383,8.6484,8.3304,8.1648,9.8821,9.4922,8.4409,5.7109,10.9026
TMEM185B,7.8072,10.2646,8.9892,10.8318,8.7733,12.7393,10.5458,9.7579,9.8617,10.1252,10.2543,12.3228,6.914,8.3303,10.1516,9.8207,8.9294,6.9848,8.6007,9.3934
BAHD1,8.7137,10.6222,7.3929,6.909,4.6278,9.95,7.1125,6.1177,5.2317,8.0318,6.8235,8.4872,7.2317,8.3297,5.0631,5.199,3.9475,5.0262,5.2893,6.3252
NUP133,9.9165,8.0349,9.8452,6.7724,9.2365,9.8278,8.5456,7.394,6.1201,6.002,8.243,8.439,6.6382,8.3282,6.3647,6.7373,5.1915,7.1626,7.3156,8.501
UBLCP1,8.7205,7.173,11.2591,8.5915,11.0768,14.2023,10.8826,8.7554,7.6451,10.1973,10.7283,12.1466,9.7772,8.3275,9.1955,9.9674,10.9121,13.5975,8.5412,9.516
CROCCP2,10.0783,7.5493,9.0959,9.7212,9.811,8.6535,4.9456,5.771,12.0137,12.226,3.8041,7.9563,9.3812,8.3275,2.5878,3.3546,5.3775,6.0643,7.2891,6.8951
MSMB,215.8523,14961.761,6151.9089,293.9551,113.9127,3443.7108,168.6943,1154.7575,1625.4702,6767.9959,2952.2995,2459.1645,667.3128,832.0574,816.6197,4315.2899,7207.3935,1905.9558,7173.1048,1392.3694
SURF4,95.3469,117.4714,94.3723,93.9649,81.8707,107.6413,84.0216,85.6047,99.4216,115.3195,105.2831,110.7786,106.6382,83.1941,99.3538,89.1269,71.3385,77.2515,97.8818,91.2379
VEGFB,24.0968,94.2835,66.3214,69.2623,37.0941,61.1121,80.6153,72.8893,59.5948,66.7323,60.436,66.0786,76.5442,83.1873,44.0884,91.3424,77.2891,73.3828,73.3972,66.5112
RNF121,7.2019,8.7737,8.3564,5.5858,7.8034,6.4242,6.2059,5.6218,6.3951,6.5868,5.0861,7.3455,8.5598,8.3173,6.0676,6.0343,5.7493,6.3391,7.1299,5.5358
FOXRED1,11.5539,11.8053,7.6496,7.3324,10.1244,7.2433,6.8859,8.4756,9.5985,9.3252,9.6026,8.0036,10.735,8.3142,10.0052,8.5664,7.8387,8.7599,11.3939,7.4093
OCLN,4.7761,2.5472,4.9399,7.4796,11.9715,4.9764,5.6447,7.1342,7.6445,5.2933,7.2453,4.1535,5.0939,8.3141,4.8368,2.7966,3.7791,6.0233,1.1936,5.7131
DTYMK,16.8419,12.9332,7.0337,12.2073,9.5346,6.6491,6.8374,6.6957,13.4715,11.543,10.2909,8.6601,16.4012,8.3125,12.3625,9.4243,10.6556,10.4434,15.0128,8.8476
MAP2K4,16.371,12.7609,14.004,10.6291,12.4527,15.4586,13.4585,8.3805,11.8977,15.536,16.063,14.6934,11.9097,8.3102,15.7756,10.3051,11.0168,11.3306,11.3102,13.011
PARM1,39.1731,101.1868,78.8748,25.3545,39.3941,165.1846,46.101,26.4334,36.1026,82.7636,52.671,133.9218,52.0211,83.1011,65.6153,77.4214,44.0795,35.6622,66.3692,52.8363
PRPF40A,7.9319,9.8046,13.9224,12.6373,15.5276,14.5146,11.4866,11.3399,9.8962,12.8205,13.5012,14.3615,9.4804,8.3095,11.8527,12.835,15.9993,17.5975,10.5827,10.5416
RIPK2,16.4026,6.7097,7.0639,26.9044,21.5831,9.6918,24.2431,8.0085,22.3667,9.6542,10.6719,6.038,11.0734,8.3092,23.0816,8.7214,10.6066,16.2301,7.5094,12.6644
ABCE1,12.9125,8.5493,15.9578,19.0842,17.1385,15.2047,14.793,9.569,14.6905,14.9062,14.8815,11.0038,12.0869,8.3082,17.5864,13.6296,15.2108,14.387,9.514,13.7996
IFFO1,2.3786,4.8283,5.2002,1.6138,4.7009,4.75,4.7313,5.0303,2.2956,5.0755,3.331,5.2088,5.7066,8.3043,1.1014,5.4752,6.9152,6.3505,2.6789,5.0747
ZNF436,7.8057,9.5107,12.8221,7.2815,8.9802,12.774,14.0353,10.8002,7.1142,8.5356,9.3054,11.3473,8.2163,8.3034,7.3504,5.3597,6.3326,10.2294,7.5793,10.6036
CCDC91,12.2689,7.0691,9.6982,7.9654,10.675,9.2203,9.325,9.1304,9.0333,9.2847,9.0584,8.8762,11.6971,8.302,11.604,16.853,13.9289,16.3845,6.2407,9.3489
HNRNPL,116.0028,86.2972,90.4978,121.0178,75.8639,83.7882,87.6305,87.3756,94.0283,82.5338,90.2818,82.2542,85.2015,82.9994,91.996,80.1846,87.8994,84.7765,85.1675,95.6922
PRIMA1,0.6945,3.5108,7.433,1.9722,2.6368,5.4416,1.7807,3.6847,2.0265,5.5363,4.9943,4.459,2.2281,8.2996,0.9275,6.7927,4.3437,2.728,1.4189,3.3932
OPA1,9.7389,7.1995,11.0589,9.4491,12.8534,12.4972,8.9319,7.4116,9.0664,10.6562,10.4124,11.1345,7.8423,8.2953,9.7159,10.2091,9.7437,9.8823,6.9707,9.3257
EPHA7,2.327,5.5341,7.2267,4.3204,0.9521,8.6927,5.8866,3.4961,2.3389,4.1953,2.709,7.9151,5.9013,8.2944,3.559,8.5767,1.711,4.9975,2.3266,5.3563
MSRA,3.3658,7.3687,5.8297,3.2023,4.6684,8.0602,4.3768,8.806,5.7182,4.7738,5.2326,7.9407,9.513,8.2941,6.1779,8.9502,9.2971,8.1263,8.8149,9.1739
PRR4,1.2763,4.914,5.2031,0.0793,8.183,1.8162,3.9608,0.1347,18.5011,27.4903,7.2291,3.3479,9.1807,8.2865,0.5141,0.4755,45.6835,21.6788,1.3995,20.5273
PPP3CC,4.1232,7.0488,8.3482,5.8462,9.6221,8.3119,4.4249,8.3206,6.9209,7.8814,5.5318,6.4729,7.761,8.2853,7.3036,7.8545,6.2901,7.7124,5.6609,7.2436
SQLE,8.7872,17.8249,14.0767,8.8898,12.6817,19.3095,10.3717,4.4294,22.7756,10.1981,8.5361,8.3717,8.6148,8.2843,13.5393,10.9947,6.8646,6.2856,10.2453,7.557
SCO1,14.3217,10.9092,11.2325,7.3441,17.9448,8.8856,10.8348,9.9177,10.4569,9.4862,9.2505,8.9681,10.0737,8.2805,11.7053,7.9902,6.9005,9.1982,16.097,10.1034
ATP5J,69.6574,72.5362,116.8288,99.9522,90.9658,96.54,79.4856,90.3734,109.7923,105.934,143.0679,134.0931,83.0062,82.8003,122.8913,147.5143,108.9186,137.9108,126.7852,76.8059
HCFC1R1,51.2123,55.3375,62.9921,71.7154,54.6848,56.9762,65.0781,67.7144,56.8321,61.1368,55.7389,59.8801,65.5098,82.7975,40.9576,94.9333,78.7454,87.9833,72.5911,52.8971
PLA2G4C,3.8754,4.994,4.0272,1.9871,6.1559,3.4443,2.0387,2.0492,2.8628,3.1072,6.6132,2.7272,5.9376,8.2789,3.7198,3.8391,5.8245,6.7169,5.6193,6.0697
SLC4A1AP,10.0451,8.4416,11.0413,9.5482,11.2372,9.2257,9.5319,12.0707,10.9803,9.3329,8.8183,9.6909,9.6886,8.2777,11.8313,13.3858,12.946,13.7761,8.6286,8.7109
DLEU1,6.5832,3.778,8.2819,2.3611,3.7725,5.5139,3.1539,10.3242,4.6739,5.5743,5.5955,12.2531,6.1935,8.2754,3.355,7.0928,6.9306,8.3656,7.9621,5.9864
ERAP1,5.8992,15.1276,19.9326,6.0001,12.7236,11.6815,5.6841,7.0988,4.1706,7.8254,10.3552,11.3242,8.7094,8.2715,13.064,15.3891,25.515,21.7599,10.6819,17.2412
PTMA,549.4843,522.973,796.2375,1215.8524,915.9602,550.4679,849.3649,947.4495,950.4106,679.8073,818.1141,679.0066,741.6982,826.9904,777.0343,791.9266,1079.1294,973.9171,508.4854,692.4826
GFPT1,30.0035,16.8275,11.9988,12.382,18.127,20.3409,19.9263,7.049,18.452,16.0471,15.1005,12.3849,12.2426,8.266,22.1569,11.1345,9.0996,9.7492,10.5223,12.0952
CEBPA,12.3238,16.3949,13.9324,17.5934,16.2605,10.1859,27.1445,16.9034,14.7096,14.1442,10.8994,14.5548,17.7952,8.2621,20.7335,8.0595,17.0975,16.3713,18.9887,13.8684
FNDC3B,10.3444,10.57,8.547,8.0807,11.4177,15.9005,9.8638,6.4597,9.1425,10.1667,9.3896,12.3937,8.1867,8.2617,7.5031,10.7445,11.2092,11.1156,6.591,10.2829
ABHD6,4.2593,5.8037,5.7841,3.3055,3.1377,7.91,4.3708,5.3561,4.6599,5.6373,5.8143,9.1699,4.8386,8.2609,5.6631,8.02,6.5851,6.4584,5.9375,5.5688
RASAL2,14.0358,2.3673,2.1156,7.4075,2.3872,3.1744,3.5125,2.3271,13.4059,2.8767,2.4704,2.5547,2.2561,8.2573,1.3645,2.3414,2.7405,3.2998,1.5618,2.5003
SMARCAL1,9.2702,7.9742,7.3142,8.671,6.908,7.0954,8.5659,6.6953,6.2381,6.8726,6.2981,6.3248,6.7612,8.2562,7.6309,6.3101,6.4162,7.6387,8.3116,7.2427
COL4A1,18.4297,36.1629,35.6234,22.1915,42.2204,48.3178,34.2614,13.5285,24.3909,34.3227,33.5178,44.5812,43.004,82.5451,12.3846,52.9229,48.3274,37.0812,14.1798,39.8964
EIF1AD,8.2314,7.4174,7.8205,7.9468,7.5872,8.0415,7.3321,8.51,7.8406,9.9426,8.4807,8.4193,8.099,8.2526,7.1249,9.2128,5.7082,6.1928,5.2031,6.5505
GEMIN6,11.2763,6.6123,10.0039,10.1625,13.996,6.0014,9.3499,10.2281,14.0378,6.2379,11.8266,8.6887,15.0855,8.2513,15.0639,10.9067,17.3352,17.5611,9.0966,8.2714
TRIM68,32.0979,12.9314,8.9809,15.1434,10.5388,9.7636,13.4669,5.7189,15.8449,13.6446,5.4799,10.2325,15.635,8.2502,17.3589,6.1443,7.2059,9.8845,7.9121,12.4579
VGLL4,9.4565,8.7644,10.661,9.4633,6.8758,9.5141,9.7841,7.4994,6.1172,6.9636,7.7299,11.2409,5.9313,8.2472,4.7302,4.1597,2.9712,5.7285,8.5587,9.0477
CHIC2,9.0602,8.1453,6.2706,10.1957,12.4192,6.5874,5.7822,7.5094,8.6515,6.6795,5.1213,6.4203,6.6495,8.2467,8.1856,5.7515,5.2688,7.5185,10.2759,7.0634
GGA3,9.8396,11.3806,8.8421,8.7282,8.1253,10.0547,7.1335,8.1773,5.9964,10.7076,7.1774,9.4932,6.9636,8.2425,5.6835,6.5809,5.761,6.7389,6.9566,11.4484
NOP14,9.4299,6.7807,8.4558,8.2837,10.2465,7.8823,7.8431,7.4945,6.8135,6.3961,7.7948,6.6284,7.5263,8.2405,7.8921,5.9018,4.2019,6.2707,4.6825,7.9757
TRIT1,10.5915,7.6934,11.7448,8.4923,11.4152,9.628,8.6936,10.7505,8.5267,8.5687,10.1054,9.9224,10.347,8.2405,11.2026,10.6473,9.2729,9.6328,12.8165,12.0829
ITPRIPL2,6.0575,6.965,7.8162,5.4798,10.3521,8.6413,7.111,11.5679,7.3325,9.7458,8.8352,11.316,10.8285,8.2388,5.6107,7.2739,7.8664,9.0097,6.5127,8.653
RBM12,12.5938,10.717,18.7945,16.5036,13.821,16.4928,12.1412,10.2259,13.2654,13.0935,13.1482,12.5742,8.1484,8.2361,10.2397,8.587,8.1077,8.2114,9.4565,10.9005
SETX,8.1695,8.6274,11.9756,7.1373,11.192,15.3579,8.6402,6.1308,6.39,9.221,8.4257,11.541,6.5519,8.236,5.9464,6.0855,5.5471,7.3112,4.5777,8.1872
ADAMTS10,2.2184,4.5476,3.259,1.4611,2.1732,4.5809,2.0178,3.6455,2.1171,3.7701,2.0956,4.4552,4.0933,8.2331,0.7985,3.3013,2.5321,4.0962,3.1008,4.3954
NHP2,96.5055,74.2663,79.7838,127.2976,63.3271,55.1686,70.8682,113.165,92.1687,71.858,91.406,62.8418,93.2615,82.3258,102.3075,82.0191,68.3649,77.224,104.0064,73.2139
HSP90AB2P,17.2937,8.641,6.317,6.4973,9.7915,7.3191,7.3011,6.5041,14.9753,16.491,8.3016,11.8431,12.5354,8.2298,4.6559,9.9933,10.0339,9,5.7175,8.2314
